ncols         400
nrows         400
xllcorner     4502750
yllcorner     3222000
cellsize      250
NODATA_value  -9999
1	1	1	3	3	3	3	3	3	1	1	1	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	8	8	8	8	1	1	1	1	1	1	1	1	5	5	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	1	1	1	1	1	1	3	3	3	3	3	3	3	5	1	1	1	1	3	8	8	8	1	1	1	1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	5	3	3	3	3	3	1	1	1	1	1	5	5	5	5	5	5	5	6	5	5	5	5	5	6	5	13	13	5	5	8	8	8	0	0	0	0	0	0	8	8	8	8	8	8	8	8	8	8	5	5	1	1	8	8	8	8	5	8	8	1	1	1	1	3	13	13	13	3	3	3	8	1	1	1	1	1	1	5	5	5	1	5	5	8	8	8	8	8	13	13	13	8	8	13	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	3	3	8	8	3	8	8	8	8	8	8	8	8	8	4	4	4	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	8	8	1	1	1	1	1	8	8	8	8	1	1	8	8	1	8	8	8	8	8	1	8	8	8	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	1	8	8	8	1	1	1	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	5	5	5	6	1	1	1	1	1	1	1	1	1
1	1	1	3	3	3	3	3	3	1	1	1	3	3	3	1	1	1	1	1	1	1	5	5	1	5	1	1	1	1	1	1	1	1	1	1	8	8	8	8	1	1	1	1	1	1	1	1	5	5	5	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	1	1	1	1	1	6	3	3	3	1	1	1	1	5	1	1	1	1	1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	5	5	5	3	3	3	1	1	1	1	5	5	5	5	5	5	6	6	6	5	5	5	5	6	5	5	13	13	5	5	8	8	0	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	8	8	8	1	1	8	8	8	8	8	8	8	8	8	3	13	13	13	4	8	8	8	8	1	1	1	1	1	1	1	1	5	5	5	5	5	5	8	8	8	8	8	13	13	13	13	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	3	3	8	8	8	8	8	8	8	8	8	8	8	4	4	8	1	8	8	1	1	5	1	1	1	1	1	1	1	1	1	1	1	1	5	1	8	8	1	8	8	1	8	1	1	1	1	1	1	1	8	1	1	1	1	8	1	8	8	8	8	8	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	5	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	1	1	1	1	1	1	4	1	1	8	8	8	8	1	1	1	1	1	5	5	5	5	1	1	1	1	1	1	1	1	1
3	1	1	3	3	3	3	3	1	1	1	3	3	3	3	3	3	1	1	1	1	3	5	3	3	5	1	1	1	1	1	1	1	1	1	1	8	8	8	8	1	1	1	1	1	1	1	1	1	1	5	5	5	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	1	1	1	6	6	1	1	1	1	1	1	1	5	1	1	1	1	1	8	8	1	1	1	1	8	1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	5	5	5	5	3	3	3	3	1	5	5	5	5	5	5	5	6	5	5	5	5	5	5	6	6	5	13	5	5	5	5	8	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	3	3	13	5	4	4	8	1	1	1	1	1	1	1	1	1	8	1	5	5	8	8	5	5	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	3	3	8	8	8	8	8	8	8	8	8	1	1	1	1	8	8	8	8	1	1	1	5	1	1	1	1	1	1	1	1	1	1	1	1	1	8	1	8	8	8	8	8	8	1	1	1	1	1	1	8	1	1	1	1	1	8	8	1	1	1	1	8	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1	1	1	8	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	1	1	4	4	4	4	1	1	1	1	8	8	8	1	1	1	1	5	5	5	5	5	1	1	1	1	1	1	1
8	8	3	3	1	1	1	3	1	1	1	3	3	1	1	3	3	3	1	1	3	3	3	3	3	5	5	1	1	1	5	5	5	1	1	1	1	1	1	8	8	8	1	1	1	1	1	1	1	1	1	1	5	1	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	1	1	1	8	6	1	1	1	1	1	1	1	5	5	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	0	5	5	5	5	5	3	3	3	5	5	5	5	5	5	6	5	6	6	5	5	5	6	6	6	5	5	5	8	8	8	0	0	0	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	5	5	4	4	8	8	1	1	1	1	1	1	1	1	1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	3	3	8	8	8	8	8	8	8	1	1	1	1	1	1	8	8	1	1	1	1	1	5	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	8	8	8	1	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1	8	8	8	8	1	1	1	1	1	1	1	1	1	1	8	8	1	1	1	8	8	8	1	1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	1	8	8	8	8	8	4	4	4	4	1	1	1	1	1	1	1	8	8	1	1	1	5	5	5	5	5	5	1	1	1	1	1	1	1
8	8	8	8	8	3	1	1	1	1	1	1	1	1	1	3	3	1	1	1	3	3	3	3	3	3	3	3	1	1	1	5	1	1	1	1	1	8	1	1	1	8	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1	1	1	1	1	3	3	3	3	3	3	3	3	3	3	3	3	3	8	8	8	1	8	1	1	1	8	6	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1	1	1	1	1	1	1	1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	12	12	12	0	5	5	1	1	1	3	3	3	1	5	5	5	5	5	6	6	5	5	5	5	5	5	6	5	5	5	6	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	5	5	8	4	4	8	8	1	1	1	1	1	1	1	1	5	5	5	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	4	4	5	8	8	8	8	8	8	8	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	1	1	1	1	1	8	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	8	8	1	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	8	1	8	8	8	1	1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	1	8	8	8	1	4	4	1	1	1	1	1	1	1	1	1	1	8	1	8	8	1	8	8	5	5	1	1	1	1	1	1	1	1	1
8	8	8	8	8	8	8	1	1	1	1	1	1	1	1	3	3	1	1	1	3	3	3	3	3	3	3	3	1	1	1	5	3	1	1	3	1	8	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	3	3	3	3	1	1	1	1	8	1	8	8	8	8	8	8	8	8	8	8	8	8	8	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1	1	3	3	3	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	12	12	8	0	8	1	1	1	1	3	3	1	1	1	1	5	5	5	5	5	5	5	5	5	5	5	5	5	5	6	6	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	4	4	8	1	8	8	1	1	1	1	1	1	5	5	5	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	4	4	5	8	8	8	8	8	8	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	1	8	8	8	8	1	8	8	1	1	1	1	1	1	1	1	1	8	8	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	8	8	1	8	8	8	8	1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	1	1	8	5	5	5	1	1	1	1	1	1	1	1	1
8	8	8	8	8	8	8	1	1	1	1	3	3	1	3	3	3	3	1	1	3	3	3	3	3	3	3	3	3	3	3	3	3	1	3	3	3	8	8	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	8	8	1	1	1	5	1	1	1	1	1	1	1	1	3	3	3	3	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	0	0	0	8	1	1	1	1	3	1	1	1	1	1	11	11	5	5	5	5	5	5	5	5	5	5	5	6	6	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	1	1	8	8	8	8	1	5	8	8	8	8	8	8	8	8	8	8	8	5	5	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	4	5	5	5	8	1	1	8	8	8	1	1	1	1	1	1	1	8	1	1	1	1	1	1	8	8	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	1	1	1	1	8	1	1	1	1	1	1	1	1	1	1	1	8	8	8	8	8	8	1	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	1	1	1	1	8	8	8	8	1	8	8	8	8	8	8	8	8	8	8	8	8	1	8	8	1	8	1	8	8	8	8	8	8	8	8	1	1	1	1	1	5	1	1	1	1	1	1	1	1	1	1	1	8	8	8	5	8	5	5	1	1	1	1	1	1	1	1	1
8	8	8	8	8	8	8	1	1	1	1	3	3	3	3	3	3	1	1	1	3	3	3	3	3	3	3	3	3	3	3	3	3	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	1	1	5	5	5	1	1	1	1	3	3	3	3	3	1	1	1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	0	0	8	8	1	1	1	1	1	1	11	11	11	11	11	11	5	5	5	5	5	5	5	5	5	5	5	8	8	0	0	0	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	3	8	8	8	8	5	5	5	8	8	8	8	8	1	1	1	1	1	1	1	1	8	8	8	8	8	8	8	8	8	8	8	5	5	5	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	4	4	1	1	5	1	1	1	1	8	8	1	1	1	1	1	1	1	1	1	1	1	8	8	8	8	8	8	8	8	8	8	8	8	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	8	8	8	8	8	8	1	1	1	1	1	1	1	1	1	8	8	8	8	8	8	8	8	8	8	1	1	1	1	1	8	8	1	1	1	1	1	1	1	1	1	1	1	1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	1	1	1	1	1	1	1	1	1	8	8	8	8	1	1	1	1	8	1	1	1	5	1	1	1	1	1	1	1	1	1	1	1	1	8	8	5	5	8	5	5	1	1	1	1	1	1	1	1	1
8	8	8	8	8	8	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	8	1	1	1	1	1	1	8	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	5	5	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	8	8	8	8	8	8	8	8	0	0	0	0	0	8	8	1	1	1	1	1	11	11	11	11	11	11	5	5	5	5	5	5	5	5	5	5	8	8	0	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	3	8	3	8	8	8	1	1	1	1	1	8	1	1	1	1	1	1	1	1	1	1	1	5	1	1	1	8	8	8	8	8	8	8	8	8	5	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	4	8	8	1	1	1	1	1	1	1	5	5	5	1	1	1	1	1	1	1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	8	8	8	8	8	8	8	8	1	8	8	8	1	1	8	8	8	8	8	8	8	8	8	8	8	8	1	1	1	8	8	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	1	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	8	8	5	1	1	1	1	1	1	1	1	1	1
8	8	8	8	8	8	8	8	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	8	8	8	8	8	0	0	0	0	1	1	5	5	5	1	11	11	11	11	11	11	11	5	5	5	5	5	5	5	5	5	5	8	8	0	0	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	3	3	8	8	8	8	8	1	5	1	1	5	5	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	1	1	1	1	1	1	1	1	5	1	1	1	1	1	8	8	8	8	8	8	8	8	1	8	8	8	8	8	8	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	1	1	1	1	1	1	1	8	8	8	8	8	8	8	8	8	8	8	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	1	1	1	1	1	1	1	1	8	8	5	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1	1	1	1	1	1
8	8	8	8	8	8	8	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	8	8	8	1	1	1	1	1	1	8	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	5	5	5	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	8	1	8	8	8	8	8	0	0	8	5	5	5	5	5	1	11	11	11	11	11	11	5	5	5	5	5	5	5	5	8	5	8	8	0	0	0	0	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	8	8	8	3	8	8	8	8	8	1	8	8	1	1	8	8	8	8	8	1	1	1	1	1	1	1	1	1	1	8	8	8	8	8	5	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	8	8	8	8	1	1	1	1	8	8	8	8	8	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	1	1	1	1	1	1	1	8	8	8	8	8	8	8	8	1	8	8	1	1	1	1	1	8	8	8	8	8	8	8	8	8	8	1	1	1	1	1	1	1	1	1	1	1	1	5	5	5	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	1	1	1	1	1	1	1	8	8	8	5	5	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	5	5	5	1	1	1	1	1	1	1
8	8	8	8	8	8	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	8	8	1	1	1	1	1	1	8	8	1	1	1	1	1	1	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	4	4	4	5	1	1	1	1	1	1	1	1	1	1	1	1	1	8	1	8	8	8	8	8	8	8	8	1	1	5	5	5	5	1	11	11	11	11	11	11	5	5	5	5	5	5	5	5	8	5	8	8	8	0	0	0	0	8	0	0	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	5	5	8	8	8	8	8	8	1	1	1	1	1	1	1	8	8	8	8	5	5	5	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	1	1	1	1	8	1	1	1	8	8	8	8	8	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	8	1	1	1	1	1	1	1	8	8	8	8	8	8	8	8	8	8	8	1	1	1	1	8	8	8	8	8	8	8	8	1	8	1	1	1	1	1	1	1	1	1	1	1	1	5	5	5	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	1	1	1	1	1	8	1	1	8	5	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	5	5	1	1	1	1	1	1	1
8	8	8	8	8	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	8	8	1	1	1	5	5	1	8	1	1	1	1	1	5	5	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	5	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	8	8	8	8	8	8	8	8	1	5	5	5	1	1	11	11	11	11	11	11	11	5	5	5	5	5	5	8	8	8	8	8	8	8	8	8	8	8	0	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	5	8	8	8	5	5	8	8	8	8	0	0	1	1	8	1	1	8	8	5	8	8	8	5	5	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	1	1	1	1	1	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	8	8	8	8	1	1	1	1	1	1	5	5	1	5	1	1	8	8	8	8	8	8	1	8	8	1	1	8	8	8	8	8	8	8	8	8	8	8	8	8	1	1	1	1	8	8	8	8	8	8	8	8	1	1	1	1	1	1	5	1	1	1	1	1	1	5	1	1	1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	1	1	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1	1	1	1	1	1	1	8	8	1	8	8	5	1	5	1	1	1	1
8	8	8	8	8	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	8	8	1	1	1	5	5	5	1	1	1	1	1	1	5	5	5	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1	4	4	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	8	8	8	8	1	1	5	5	5	5	1	1	11	11	11	11	11	11	5	5	5	8	8	8	8	8	8	8	8	8	8	8	8	8	8	0	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	5	5	8	8	8	8	8	8	8	8	8	0	8	0	8	8	1	1	8	5	5	8	8	8	8	5	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	1	1	8	8	8	8	8	1	1	1	1	1	8	8	8	8	8	1	1	8	8	8	8	8	8	8	8	8	1	1	1	1	1	1	5	5	5	1	8	8	8	8	8	8	1	1	8	8	1	8	8	8	8	8	8	8	8	8	8	8	8	1	1	1	1	1	1	1	1	1	1	1	1	1	8	1	1	1	1	5	5	5	1	1	1	1	1	1	1	1	1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	1	1	1	8	8	1	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	5	5	1	1	1	1	1	1	1	1	8	8	8	1	1	8	8	8	8	1	5	1	1	1
1	8	8	8	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	8	8	8	1	1	1	5	5	5	5	8	1	1	1	1	5	5	3	3	3	3	1	1	3	4	4	1	1	1	1	3	3	3	3	1	1	1	5	1	1	1	1	4	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	8	8	8	8	1	1	1	5	5	5	1	1	1	11	11	11	11	11	11	5	4	8	8	8	8	8	8	8	8	5	5	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	1	5	5	5	5	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	1	1	8	8	8	8	8	1	1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	1	1	1	1	1	1	1	1	5	5	1	1	1	1	1	1	8	8	8	8	8	8	1	1	8	8	8	8	8	8	8	8	8	8	1	5	1	1	1	1	1	1	1	1	1	1	8	8	1	1	1	8	5	5	1	1	1	1	1	1	1	1	1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	1	8	8	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1	1	1	1	1	1	1	8	8	8	1	8	8	8	1	5	5	5	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	8	8	8	1	1	1	1	5	8	8	8	1	1	1	1	1	1	1	1	3	3	3	3	3	4	1	1	1	1	1	3	3	3	3	1	1	1	5	1	1	1	13	4	4	1	1	5	5	5	1	1	1	1	1	1	1	5	5	1	1	1	1	1	8	8	8	8	8	1	1	1	5	5	1	1	1	1	1	11	11	11	11	1	4	4	8	8	8	8	8	8	8	8	5	5	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	5	8	8	8	8	8	8	8	8	8	8	8	0	8	8	8	1	5	5	5	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	1	1	1	1	8	8	8	1	8	8	8	8	8	8	8	8	8	1	1	8	8	1	8	8	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1	1	1	1	1	8	8	8	1	1	8	5	5	1	1	1	1	1	1	1	1	1	1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	1	1	1	1	13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	5	1	1	1	1	1	1	1	8	1	1	8	8	1	5	5	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	8	8	8	1	1	1	1	5	8	8	1	1	1	1	1	1	1	1	1	3	3	3	1	4	4	1	1	1	1	3	3	3	1	1	1	1	5	5	1	1	13	4	13	1	1	5	1	1	5	5	1	1	1	1	1	5	5	5	5	5	1	8	8	8	8	8	8	1	1	1	5	5	5	1	1	1	1	11	11	11	11	1	4	4	8	8	8	8	8	8	8	5	5	5	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	5	5	5	5	5	5	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	5	5	8	8	8	8	8	8	8	8	8	5	5	1	1	1	1	8	8	8	8	8	8	8	8	8	8	8	8	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1	1	1	1	1	8	8	8	1	1	1	8	8	1	1	1	1	1	1	1	1	1	1	1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	1	1	1	13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	5	5	5	1	1	1	1	8	8	8	8	1	1	8	8	8	1	1	1
